Stock,Year,Month,Day,Open,High,Low,Close
FB,2021,8,9,363.76001,365.779999,360.75,361.609985
FB,2021,8,10,361.829987,364.100006,359.040009,263.41499350000004
FB,2021,8,11,362.100006,362.359985,357.809998,359.959991
FB,2021,8,12,358.450012,363.0,357.109985,362.649994
FB,2021,8,13,362.970001,364.660004,361.480011,363.179993
FB,2021,8,16,362.519989,366.950012,357.380005,366.559998
FB,2021,8,17,362.980011,364.670013,355.070007,358.450012
FB,2021,8,18,356.25,359.859985,355.149994,355.450012
FB,2021,8,19,351.350006,357.570007,351.0,355.119995
FB,2021,8,20,354.600006,359.98999,353.309998,359.369995
FB,2021,8,23,359.440002,365.690002,359.100006,363.350006
FB,2021,8,24,363.660004,367.959991,361.839996,365.51001
FB,2021,8,25,365.600006,370.859985,365.399994,368.390015
FB,2021,8,26,368.380005,369.440002,364.130005,364.380005
FB,2021,8,27,365.100006,373.73999,364.079987,372.630005
FB,2021,8,30,372.559998,381.48999,370.519989,380.660004
FB,2021,8,31,379.950012,382.76001,378.799988,263.41499350000004
FB,2021,9,1,379.589996,384.329987,378.809998,382.049988
FB,2021,9,2,381.5,381.75,374.059998,375.279999
FB,2021,9,3,374.75,377.160004,373.109985,376.26001
FB,2021,9,7,375.880005,382.959991,373.149994,382.179993
FB,2021,9,8,380.160004,380.869995,374.790009,377.570007
FB,2021,9,9,377.640015,379.829987,376.570007,378.0
FB,2021,9,10,381.359985,383.790009,378.26001,378.690002
FB,2021,9,13,381.679993,381.75,374.350006,376.51001
FB,2021,9,14,377.399994,378.589996,375.109985,376.529999
FB,2021,9,15,377.0,377.559998,367.670013,373.920013
FB,2021,9,16,372.790009,373.559998,369.709991,373.059998
FB,2021,9,17,371.410004,371.410004,361.589996,364.720001
FB,2021,9,20,359.299988,361.029999,349.799988,355.700012
FB,2021,9,21,358.5,360.040009,355.190002,357.480011
FB,2021,9,22,347.230011,349.839996,340.690002,343.209991
FB,2021,9,23,345.359985,349.670013,343.0,345.959991
FB,2021,9,24,263.059998,267.75,259.809998,263.41499350000004
FB,2021,9,27,349.809998,355.149994,347.079987,353.579987
FB,2021,9,28,347.970001,349.600006,338.920013,340.649994
FB,2021,9,29,343.149994,345.230011,338.880005,339.609985
FB,2021,9,30,340.450012,342.799988,338.149994,339.390015
